"OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"33-1010","First-Line Supervisors of Law Enforcement Workers","broad","144,680",0.5,36.31,"75,530",0.7,20.07,25.70,34.39,44.69,56.19,"41,740","53,450","71,540","92,960","116,880",,
"17-3023","Electrical and Electronics Engineering Technicians","detailed","144,460",1.4,27.92,"58,070",0.4,16.62,21.39,27.81,33.45,39.96,"34,560","44,490","57,850","69,570","83,120",,
"51-9120","Painting Workers","broad","142,570",1.2,17.01,"35,380",0.5,10.03,12.35,15.79,20.20,26.25,"20,870","25,680","32,850","42,010","54,600",,
"29-9000","Other Healthcare Practitioners and Technical Occupations","minor","142,410",1.7,27.86,"57,960",0.5,13.94,18.64,26.02,35.57,44.60,"29,000","38,770","54,130","73,990","92,760",,
"51-6030","Sewing Machine Operators","broad","142,380",1.7,11.11,"23,110",0.6,8.18,8.82,10.23,12.80,15.82,"17,020","18,350","21,270","26,620","32,910",,
"51-6031","Sewing Machine Operators","detailed","142,380",1.7,11.11,"23,110",0.6,8.18,8.82,10.23,12.80,15.82,"17,020","18,350","21,270","26,620","32,910",,
"39-1020","First-Line Supervisors of Personal Service Workers","broad","141,960",1.0,18.41,"38,300",0.4,10.59,13.09,16.90,22.28,28.59,"22,040","27,230","35,150","46,330","59,470",,
"39-1021","First-Line Supervisors of Personal Service Workers","detailed","141,960",1.0,18.41,"38,300",0.4,10.59,13.09,16.90,22.28,28.59,"22,040","27,230","35,150","46,330","59,470",,
"47-4050","Highway Maintenance Workers","broad","141,180",1.1,17.43,"36,240",0.5,10.68,13.37,16.95,21.12,25.18,"22,220","27,810","35,260","43,930","52,370",,
"47-4051","Highway Maintenance Workers","detailed","141,180",1.1,17.43,"36,240",0.5,10.68,13.37,16.95,21.12,25.18,"22,220","27,810","35,260","43,930","52,370",,
"25-4020","Librarians","broad","140,280",0.8,27.49,"57,190",0.4,16.05,21.02,26.62,33.41,41.07,"33,380","43,720","55,370","69,490","85,430",,
"25-4021","Librarians","detailed","140,280",0.8,27.49,"57,190",0.4,16.05,21.02,26.62,33.41,41.07,"33,380","43,720","55,370","69,490","85,430",,
"21-1022","Healthcare Social Workers","detailed","140,000",1.0,24.74,"51,460",0.4,15.10,18.81,23.96,29.61,35.59,"31,410","39,120","49,830","61,590","74,030",,
"43-4160","Human Resources Assistants, Except Payroll and Timekeeping","broad","139,200",0.6,18.43,"38,340",0.2,11.90,14.66,18.03,21.81,25.95,"24,760","30,490","37,510","45,370","53,970",,
"43-4161","Human Resources Assistants, Except Payroll and Timekeeping","detailed","139,200",0.6,18.43,"38,340",0.2,11.90,14.66,18.03,21.81,25.95,"24,760","30,490","37,510","45,370","53,970",,
"43-2000","Communications Equipment Operators","minor","139,000",1.1,13.34,"27,760",0.4,8.83,10.25,12.47,15.45,19.31,"18,370","21,320","25,930","32,140","40,150",,
"51-4011","Computer-Controlled Machine Tool Operators, Metal and Plastic","detailed","138,870",1.9,17.70,"36,810",0.5,11.22,13.63,17.10,21.11,25.41,"23,340","28,360","35,580","43,910","52,850",,
"47-2050","Cement Masons, Concrete Finishers, and Terrazzo Workers","broad","138,560",1.7,19.20,"39,930",0.7,11.24,13.66,17.23,22.75,30.85,"23,370","28,400","35,830","47,330","64,160",,
"15-1143","Computer Network Architects","detailed","137,890",1.6,45.19,"94,000",0.6,25.28,33.40,43.75,55.44,68.07,"52,580","69,470","91,000","115,320","141,590",,
"51-4070","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","broad","136,950",1.8,14.67,"30,510",0.6,9.28,10.98,13.84,17.44,21.60,"19,310","22,840","28,800","36,280","44,930",,
"43-4180","Reservation and Transportation Ticket Agents and Travel Clerks","broad","135,930",5.3,16.14,"33,580",0.9,9.68,11.35,15.58,20.79,22.91,"20,130","23,610","32,400","43,250","47,660",,
"43-4181","Reservation and Transportation Ticket Agents and Travel Clerks","detailed","135,930",5.3,16.14,"33,580",0.9,9.68,11.35,15.58,20.79,22.91,"20,130","23,610","32,400","43,250","47,660",,
"49-3021","Automotive Body and Related Repairers","detailed","135,610",1.3,20.12,"41,840",0.7,10.83,14.39,18.45,24.29,31.44,"22,530","29,930","38,380","50,520","65,390",,
"47-2051","Cement Masons and Concrete Finishers","detailed","135,200",1.7,19.17,"39,870",0.7,11.24,13.64,17.19,22.68,30.81,"23,380","28,370","35,760","47,170","64,080",,
"17-2072","Electronics Engineers, Except Computer","detailed","134,960",1.8,45.79,"95,250",0.5,28.11,34.85,44.14,55.35,67.88,"58,470","72,490","91,820","115,120","141,190",,
"43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators","detailed","134,230",0.0,23.44,"48,750",0.4,14.60,24.74,25.52,25.53,25.98,"30,380","51,450","53,090","53,100","54,040",,
"51-3021","Butchers and Meat Cutters","detailed","134,210",1.5,14.42,"30,000",0.5,8.73,10.42,13.70,17.75,21.78,"18,150","21,670","28,490","36,920","45,300",,
"41-9090","Miscellaneous Sales and Related Workers","broad","134,000",1.7,15.94,"33,160",1.4,8.45,9.52,12.21,18.32,27.91,"17,580","19,810","25,400","38,110","58,050",,
"47-2210","Sheet Metal Workers","broad","133,420",1.9,22.54,"46,870",0.7,12.17,15.56,20.81,27.87,35.93,"25,310","32,370","43,290","57,970","74,740",,
"47-2211","Sheet Metal Workers","detailed","133,420",1.9,22.54,"46,870",0.7,12.17,15.56,20.81,27.87,35.93,"25,310","32,370","43,290","57,970","74,740",,
"25-9030","Instructional Coordinators","broad","133,100",2.1,30.01,"62,420",0.5,16.52,21.74,28.87,36.92,44.95,"34,370","45,220","60,050","76,790","93,500",,
"25-9031","Instructional Coordinators","detailed","133,100",2.1,30.01,"62,420",0.5,16.52,21.74,28.87,36.92,44.95,"34,370","45,220","60,050","76,790","93,500",,
"25-2054","Special Education Teachers, Secondary School","detailed","133,080",1.3,"*","60,090",1.0,"*","*","*","*","*","38,390","45,450","56,830","72,010","89,770","TRUE",
"49-9052","Telecommunications Line Installers and Repairers","detailed","133,040",2.6,24.96,"51,920",0.8,13.28,16.88,24.72,32.90,36.80,"27,620","35,110","51,410","68,430","76,540",,
"51-4020","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","broad","132,800",2.1,16.97,"35,300",1.0,10.29,12.77,16.30,20.25,24.30,"21,400","26,560","33,900","42,120","50,540",,
"19-4090","Miscellaneous Life, Physical, and Social Science Technicians","broad","131,970",1.1,21.39,"44,480",0.5,12.02,15.05,19.81,26.07,33.37,"25,000","31,310","41,210","54,230","69,410",,
"43-4060","Eligibility Interviewers, Government Programs","broad","130,340",0.4,19.74,"41,060",0.4,13.18,15.78,19.49,23.11,26.85,"27,400","32,820","40,530","48,080","55,850",,
"43-4061","Eligibility Interviewers, Government Programs","detailed","130,340",0.4,19.74,"41,060",0.4,13.18,15.78,19.49,23.11,26.85,"27,400","32,820","40,530","48,080","55,850",,
"49-9099","Installation, Maintenance, and Repair Workers, All Other","detailed","128,770",1.9,18.95,"39,410",0.6,10.10,12.95,17.60,23.81,29.15,"21,000","26,930","36,620","49,520","60,640",,
"41-9099","Sales and Related Workers, All Other","detailed","127,350",1.8,16.11,"33,510",1.5,8.47,9.58,12.41,18.54,28.18,"17,620","19,920","25,800","38,560","58,610",,
"13-2080","Tax Examiners, Collectors and Preparers, and Revenue Agents","broad","126,700",1.3,23.62,"49,120",0.8,10.40,14.35,21.14,29.97,42.07,"21,630","29,850","43,970","62,340","87,510",,
"53-6020","Parking Lot Attendants","broad","126,520",2.1,10.35,"21,540",0.6,7.99,8.56,9.39,11.40,14.25,"16,620","17,810","19,540","23,710","29,640",,
"53-6021","Parking Lot Attendants","detailed","126,520",2.1,10.35,"21,540",0.6,7.99,8.56,9.39,11.40,14.25,"16,620","17,810","19,540","23,710","29,640",,
"19-2040","Environmental Scientists and Geoscientists","broad","126,300",1.4,38.48,"80,040",1.0,19.45,24.77,33.53,46.07,62.77,"40,450","51,520","69,750","95,820","130,570",,
"33-9092","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","detailed","125,770",1.6,9.96,"20,720",0.7,7.81,8.35,9.11,10.88,13.88,"16,250","17,360","18,950","22,640","28,870",,
"43-2010","Switchboard Operators, Including Answering Service","broad","125,490",1.1,12.91,"26,860",0.3,8.79,10.16,12.20,14.82,18.18,"18,280","21,140","25,370","30,820","37,810",,
"43-2011","Switchboard Operators, Including Answering Service","detailed","125,490",1.1,12.91,"26,860",0.3,8.79,10.16,12.20,14.82,18.18,"18,280","21,140","25,370","30,820","37,810",,
"51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","detailed","124,440",1.9,14.62,"30,400",0.6,9.22,10.92,13.77,17.37,21.58,"19,190","22,710","28,630","36,140","44,880",,
"49-9098","Helpers--Installation, Maintenance, and Repair Workers","detailed","124,370",1.5,12.88,"26,780",0.5,8.34,9.39,11.64,15.06,19.34,"17,340","19,530","24,210","31,320","40,240",,
"39-3010","Gaming Services Workers","broad","123,860",2.7,11.09,"23,080",1.3,7.83,8.38,9.09,12.25,18.04,"16,280","17,420","18,910","25,490","37,520",,
"11-9033","Education Administrators, Postsecondary","detailed","122,930",1.2,47.77,"99,370",0.7,23.52,30.68,41.58,57.64,80.93,"48,920","63,820","86,490","119,890","168,330",,
"53-4000","Rail Transportation Workers","minor","122,720",4.9,26.10,"54,280",1.2,17.06,21.01,25.44,30.09,36.36,"35,490","43,710","52,910","62,590","75,620",,
"43-4030","Court, Municipal, and License Clerks","broad","122,710",1.1,17.76,"36,950",0.5,10.92,13.33,16.75,21.01,26.19,"22,720","27,730","34,830","43,690","54,470",,
"43-4031","Court, Municipal, and License Clerks","detailed","122,710",1.1,17.76,"36,950",0.5,10.92,13.33,16.75,21.01,26.19,"22,720","27,730","34,830","43,690","54,470",,
"17-2190","Miscellaneous Engineers","broad","122,410",1.4,44.87,"93,330",0.8,23.88,33.07,44.24,56.08,68.15,"49,680","68,770","92,030","116,660","141,750",,
"17-2199","Engineers, All Other","detailed","122,410",1.4,44.87,"93,330",0.8,23.88,33.07,44.24,56.08,68.15,"49,680","68,770","92,030","116,660","141,750",,
"15-2000","Mathematical Science Occupations","minor","121,720",1.4,40.74,"84,740",0.8,20.35,27.07,36.67,50.39,66.28,"42,320","56,300","76,270","104,800","137,870",,
"29-1127","Speech-Language Pathologists","detailed","121,690",1.2,34.97,"72,730",0.5,21.34,26.53,33.59,42.13,51.75,"44,380","55,170","69,870","87,630","107,650",,
"25-1194","Vocational Education Teachers, Postsecondary","detailed","121,550",1.5,25.37,"52,770",0.8,13.12,17.28,23.07,31.03,41.11,"27,280","35,950","47,990","64,550","85,510",,
"25-1191","Graduate Teaching Assistants","detailed","120,160",3.0,"*","33,030",2.1,"*","*","*","*","*","17,490","19,500","31,270","42,050","54,480","TRUE",
"13-1080","Logisticians","broad","119,560",1.2,36.38,"75,670",0.5,21.73,27.45,34.99,43.85,53.90,"45,190","57,090","72,780","91,210","112,100",,
"13-1081","Logisticians","detailed","119,560",1.2,36.38,"75,670",0.5,21.73,27.45,34.99,43.85,53.90,"45,190","57,090","72,780","91,210","112,100",,
"49-3010","Aircraft Mechanics and Service Technicians","broad","119,160",3.0,26.78,"55,690",0.7,16.92,21.96,26.55,31.61,36.86,"35,190","45,670","55,210","65,750","76,660",,
"49-3011","Aircraft Mechanics and Service Technicians","detailed","119,160",3.0,26.78,"55,690",0.7,16.92,21.96,26.55,31.61,36.86,"35,190","45,670","55,210","65,750","76,660",,
"31-2020","Physical Therapist Assistants and Aides","broad","118,510",1.2,19.84,"41,260",0.5,9.56,11.95,18.96,26.64,32.74,"19,890","24,860","39,430","55,400","68,090",,
"49-3090","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","broad","118,350",1.9,12.70,"26,410",0.6,8.41,9.56,11.56,14.63,18.62,"17,490","19,890","24,050","30,430","38,730",,
"53-7080","Refuse and Recyclable Material Collectors","broad","117,670",1.6,16.94,"35,230",1.2,9.03,11.48,15.83,21.21,27.77,"18,770","23,870","32,930","44,120","57,760",,
"53-7081","Refuse and Recyclable Material Collectors","detailed","117,670",1.6,16.94,"35,230",1.2,9.03,11.48,15.83,21.21,27.77,"18,770","23,870","32,930","44,120","57,760",,
"51-9023","Mixing and Blending Machine Setters, Operators, and Tenders","detailed","117,210",2.2,16.92,"35,200",0.6,9.85,12.53,16.27,20.79,25.43,"20,500","26,070","33,840","43,250","52,900",,
"29-1126","Respiratory Therapists","detailed","116,960",1.0,27.50,"57,200",0.3,19.70,22.85,26.86,31.90,36.26,"40,980","47,520","55,870","66,350","75,430",,
"25-1060","Social Sciences Teachers, Postsecondary","broad","115,380",2.1,"*","79,290",0.9,"*","*","*","*","*","36,800","51,790","70,580","95,680","133,750","TRUE",
"11-9150","Social and Community Service Managers","broad","115,360",0.8,30.99,"64,460",0.4,17.43,21.94,28.83,37.33,47.67,"36,250","45,640","59,970","77,650","99,150",,
"11-9151","Social and Community Service Managers","detailed","115,360",0.8,30.99,"64,460",0.4,17.43,21.94,28.83,37.33,47.67,"36,250","45,640","59,970","77,650","99,150",,
"21-1014","Mental Health Counselors","detailed","115,080",1.6,20.81,"43,290",0.6,12.23,15.25,19.27,24.88,32.03,"25,430","31,720","40,080","51,750","66,630",,
"19-3030","Psychologists","broad","114,970",1.2,35.45,"73,740",0.6,18.61,24.61,33.31,43.43,53.31,"38,720","51,180","69,280","90,340","110,880",,
"23-2090","Miscellaneous Legal Support Workers","broad","114,970",2.0,25.55,"53,150",2.9,13.01,16.97,22.39,31.09,43.42,"27,060","35,290","46,560","64,670","90,310",,
"49-2010","Computer, Automated Teller, and Office Machine Repairers","broad","113,480",1.9,18.53,"38,550",0.6,10.81,13.62,17.60,22.37,27.87,"22,490","28,330","36,620","46,530","57,960",,
"49-2011","Computer, Automated Teller, and Office Machine Repairers","detailed","113,480",1.9,18.53,"38,550",0.6,10.81,13.62,17.60,22.37,27.87,"22,490","28,330","36,620","46,530","57,960",,
"49-9051","Electrical Power-Line Installers and Repairers","detailed","112,450",1.8,29.94,"62,280",0.5,17.55,23.52,30.41,36.06,42.80,"36,500","48,920","63,250","75,010","89,020",,
"15-1141","Database Administrators","detailed","111,590",1.1,38.04,"79,120",0.3,20.64,27.52,37.06,47.80,57.08,"42,930","57,240","77,080","99,430","118,720",,
"49-3042","Mobile Heavy Equipment Mechanics, Except Engines","detailed","110,200",1.3,22.66,"47,140",0.3,14.94,17.93,22.14,26.85,31.71,"31,070","37,290","46,050","55,840","65,960",,
"29-1062","Family and General Practitioners","detailed","110,050",1.8,86.95,"180,850",0.8,40.76,62.23,82.70,"#","#","84,790","129,440","172,020","#","#",,
"21-1023","Mental Health and Substance Abuse Social Workers","detailed","109,920",1.5,20.84,"43,340",0.5,12.28,15.26,19.22,25.10,32.16,"25,550","31,740","39,980","52,200","66,880",,
"39-5090","Miscellaneous Personal Appearance Workers","broad","109,660",2.7,11.97,"24,890",1.1,8.02,8.61,9.64,13.35,18.83,"16,680","17,910","20,060","27,760","39,170",,
"29-1020","Dentists","broad","109,570",1.8,80.25,"166,910",1.1,35.50,50.67,71.79,"#","#","73,840","105,380","149,310","#","#",,
"33-3020","Detectives and Criminal Investigators","broad","109,230",0.5,37.43,"77,860",0.4,19.18,25.16,35.72,47.57,59.13,"39,900","52,320","74,300","98,940","122,990",,
"33-3021","Detectives and Criminal Investigators","detailed","109,230",0.5,37.43,"77,860",0.4,19.18,25.16,35.72,47.57,59.13,"39,900","52,320","74,300","98,940","122,990",,
"13-1022","Wholesale and Retail Buyers, Except Farm Products","detailed","108,670",1.6,27.60,"57,420",0.7,14.00,18.58,24.75,33.43,44.53,"29,120","38,640","51,470","69,540","92,630",,
"53-6030","Automotive and Watercraft Service Attendants","broad","108,510",1.8,10.38,"21,600",0.5,7.99,8.70,9.69,11.44,14.06,"16,620","18,090","20,140","23,790","29,240",,
"53-6031","Automotive and Watercraft Service Attendants","detailed","108,510",1.8,10.38,"21,600",0.5,7.99,8.70,9.69,11.44,14.06,"16,620","18,090","20,140","23,790","29,240",,
"51-8030","Water and Wastewater Treatment Plant and System Operators","broad","108,440",1.1,21.46,"44,630",0.4,12.43,15.91,20.56,26.27,32.60,"25,850","33,080","42,760","54,650","67,810",,
"51-8031","Water and Wastewater Treatment Plant and System Operators","detailed","108,440",1.1,21.46,"44,630",0.4,12.43,15.91,20.56,26.27,32.60,"25,850","33,080","42,760","54,650","67,810",,
"39-3030","Ushers, Lobby Attendants, and Ticket Takers","broad","106,860",3.2,9.77,"20,320",0.8,7.82,8.34,9.01,10.44,13.43,"16,260","17,350","18,730","21,720","27,920",,
"39-3031","Ushers, Lobby Attendants, and Ticket Takers","detailed","106,860",3.2,9.77,"20,320",0.8,7.82,8.34,9.01,10.44,13.43,"16,260","17,350","18,730","21,720","27,920",,
"53-7063","Machine Feeders and Offbearers","detailed","105,790",3.2,13.79,"28,680",0.7,8.75,10.10,13.04,16.95,20.40,"18,200","21,010","27,120","35,270","42,420",,
"29-1170","Nurse Practitioners","broad","105,780",1.2,43.97,"91,450",0.3,30.82,37.70,43.25,51.21,57.93,"64,100","78,410","89,960","106,510","120,500",,
"29-1171","Nurse Practitioners","detailed","105,780",1.2,43.97,"91,450",0.3,30.82,37.70,43.25,51.21,57.93,"64,100","78,410","89,960","106,510","120,500",,
"29-1122","Occupational Therapists","detailed","105,540",1.1,36.73,"76,400",0.4,24.28,30.06,36.25,43.40,51.47,"50,500","62,510","75,400","90,270","107,070",,
"47-5010","Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining","broad","104,230",2.8,24.02,"49,960",1.2,14.33,16.98,21.43,28.12,35.48,"29,820","35,320","44,570","58,480","73,800",,
"21-1015","Rehabilitation Counselors","detailed","104,070",1.6,17.95,"37,330",0.6,10.09,12.53,16.29,21.76,28.52,"20,990","26,060","33,880","45,270","59,330",,
"43-4120","Library Assistants, Clerical","broad","104,030",1.6,12.35,"25,680",0.5,8.21,9.09,11.27,14.75,18.41,"17,080","18,900","23,440","30,670","38,290",,
"43-4121","Library Assistants, Clerical","detailed","104,030",1.6,12.35,"25,680",0.5,8.21,9.09,11.27,14.75,18.41,"17,080","18,900","23,440","30,670","38,290",,
"31-9099","Healthcare Support Workers, All Other","detailed","103,890",2.0,16.29,"33,880",0.5,9.65,12.19,15.77,19.58,23.28,"20,060","25,350","32,800","40,720","48,430",,
"19-3031","Clinical, Counseling, and School Psychologists","detailed","103,590",1.3,34.72,"72,220",0.6,18.49,24.27,32.53,42.27,52.57,"38,450","50,480","67,650","87,910","109,340",,
"51-8090","Miscellaneous Plant and System Operators","broad","103,280",2.1,27.61,"57,430",0.7,16.76,21.85,27.88,33.54,37.81,"34,870","45,460","57,980","69,760","78,650",,
"15-1134","Web Developers","detailed","102,940",1.4,31.78,"66,100",0.5,16.13,21.57,30.05,40.12,50.58,"33,550","44,860","62,500","83,450","105,200",,
"43-9050","Mail Clerks and Mail Machine Operators, Except Postal Service","broad","102,410",1.7,13.53,"28,140",0.5,8.66,10.16,12.93,16.33,19.63,"18,020","21,140","26,900","33,960","40,830",,
"43-9051","Mail Clerks and Mail Machine Operators, Except Postal Service","detailed","102,410",1.7,13.53,"28,140",0.5,8.66,10.16,12.93,16.33,19.63,"18,020","21,140","26,900","33,960","40,830",,
"25-9090","Miscellaneous Education, Training, and Library Workers","broad","102,180",1.8,19.85,"41,280",1.4,9.59,12.67,17.60,24.64,34.17,"19,940","26,350","36,610","51,240","71,070",,
